"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"3","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/PasswordValidator.java","3","8","This statement should have braces","Code Style","ControlStatementBraces"
"4","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/PasswordValidator.java","3","14","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/PasswordValidator.java","3","20","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/PersonnummerValidator.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/PersonnummerValidator.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"3","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/PersonnummerValidator.java","3","6","This statement should have braces","Code Style","ControlStatementBraces"
"4","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/PersonnummerValidator.java","4","8","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"5","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/PersonnummerValidator.java","4","16","Useless parentheses around `thisYear / 100`.","Code Style","UselessParentheses"
"6","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/PersonnummerValidator.java","3","18","This statement should have braces","Code Style","ControlStatementBraces"
"7","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/PersonnummerValidator.java","3","19","This statement should have braces","Code Style","ControlStatementBraces"
"8","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/PersonnummerValidator.java","3","23","This statement should have braces","Code Style","ControlStatementBraces"
"9","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/PersonnummerValidator.java","3","29","This statement should have braces","Code Style","ControlStatementBraces"
"10","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/PersonnummerValidator.java","3","31","This statement should have braces","Code Style","ControlStatementBraces"
"11","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/PersonnummerValidator.java","3","38","This statement should have braces","Code Style","ControlStatementBraces"
"12","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/PersonnummerValidator.java","3","39","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/ShoppingCartPriceCalculator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/ShoppingCartPriceCalculator.java","3","10","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/TextCleaner.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/TextCleaner.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"3","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun6/TextCleaner.java","3","7","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/AnagramChecker.java","3","3","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/AnagramChecker.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
"3","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/AnagramChecker.java","3","6","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/AnagramChecker.java","3","7","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"5","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/AnagramChecker.java","3","8","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/EmailMasker.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/EmailMasker.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"3","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/EmailMasker.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/PasswordValidator.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/PasswordValidator.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/PersonnummerValidator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/PersonnummerValidator.java","3","6","This statement should have braces","Code Style","ControlStatementBraces"
"3","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/PersonnummerValidator.java","3","9","This statement should have braces","Code Style","ControlStatementBraces"
"4","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/PersonnummerValidator.java","3","17","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/PersonnummerValidator.java","4","25","Useless parentheses around `now / 100`.","Code Style","UselessParentheses"
"6","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/PersonnummerValidator.java","3","26","This statement should have braces","Code Style","ControlStatementBraces"
"7","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/PersonnummerValidator.java","3","27","This statement should have braces","Code Style","ControlStatementBraces"
"8","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/PersonnummerValidator.java","3","41","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/ShoppingCartPriceCalculator.java","3","2","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/ShoppingCartPriceCalculator.java","3","8","This statement should have braces","Code Style","ControlStatementBraces"
"3","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/ShoppingCartPriceCalculator.java","3","10","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/TextCleaner.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun7/TextCleaner.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/AnagramChecker.java","4","2","Unused import 'java.util.stream.Collectors'","Code Style","UnnecessaryImport"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/AnagramChecker.java","3","3","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"3","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/AnagramChecker.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
"4","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/AnagramChecker.java","3","6","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"5","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/AnagramChecker.java","3","7","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/EmailMasker.java","3","2","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/EmailMasker.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
"3","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/EmailMasker.java","3","7","This statement should have braces","Code Style","ControlStatementBraces"
"4","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/EmailMasker.java","3","10","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/PasswordValidator.java","3","2","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/PasswordValidator.java","3","7","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/PersonnummerValidator.java","3","2","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/PersonnummerValidator.java","3","4","This statement should have braces","Code Style","ControlStatementBraces"
"3","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/PersonnummerValidator.java","3","7","This statement should have braces","Code Style","ControlStatementBraces"
"4","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/PersonnummerValidator.java","4","9","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"5","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/PersonnummerValidator.java","3","22","This statement should have braces","Code Style","ControlStatementBraces"
"6","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/PersonnummerValidator.java","3","33","This statement should have braces","Code Style","ControlStatementBraces"
"7","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/PersonnummerValidator.java","3","34","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/ShoppingCartPriceCalculator.java","3","2","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/ShoppingCartPriceCalculator.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
"3","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/ShoppingCartPriceCalculator.java","3","10","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/TextCleaner.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/TextCleaner.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"3","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun8/TextCleaner.java","3","7","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/AnagramChecker.java","3","2","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/AnagramChecker.java","3","4","This statement should have braces","Code Style","ControlStatementBraces"
"3","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/AnagramChecker.java","3","5","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/AnagramChecker.java","3","6","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/EmailMasker.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/EmailMasker.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"3","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/EmailMasker.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/PasswordValidator.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/PasswordValidator.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"3","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/PasswordValidator.java","3","4","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/PersonnummerValidator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/PersonnummerValidator.java","3","6","This statement should have braces","Code Style","ControlStatementBraces"
"3","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/PersonnummerValidator.java","3","9","This statement should have braces","Code Style","ControlStatementBraces"
"4","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/PersonnummerValidator.java","4","16","Useless parentheses around `thisYear / 100`.","Code Style","UselessParentheses"
"5","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/PersonnummerValidator.java","3","18","This statement should have braces","Code Style","ControlStatementBraces"
"6","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/PersonnummerValidator.java","3","19","This statement should have braces","Code Style","ControlStatementBraces"
"7","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/PersonnummerValidator.java","3","36","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/ShoppingCartPriceCalculator.java","3","2","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/ShoppingCartPriceCalculator.java","3","9","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/TextCleaner.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/TextCleaner.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"3","","/Users/alashiriadam/supplementaryartifactsactual/AISolutions/GeminiRun9/TextCleaner.java","3","6","This statement should have braces","Code Style","ControlStatementBraces"
