"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task1_PasswordValidator/PasswordValidator.java","3","7","This statement should have braces","Code Style","ControlStatementBraces"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task1_PasswordValidator/PasswordValidator.java","3","11","This statement should have braces","Code Style","ControlStatementBraces"
"8","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task1_PasswordValidator/PasswordValidator.java","3","11","This statement should have braces","Code Style","ControlStatementBraces"
"9","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task1_PasswordValidator/PasswordValidator.java","3","16","This statement should have braces","Code Style","ControlStatementBraces"
"10","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task1_PasswordValidator/PasswordValidator.java","3","16","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","1","10","The static method name 'calculate_total' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","11","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","19","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task3_AnagramChecker/AnagramChecker.java","3","3","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task3_AnagramChecker/AnagramChecker.java","3","3","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task3_AnagramChecker/AnagramChecker.java","1","4","The static method name 'is_anagram' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task3_AnagramChecker/AnagramChecker.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task3_AnagramChecker/AnagramChecker.java","3","11","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task4_TextCleaner/TextCleaner.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task4_TextCleaner/TextCleaner.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task4_TextCleaner/TextCleaner.java","1","2","The static method name 'clean_text' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task4_TextCleaner/TextCleaner.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task4_TextCleaner/TextCleaner.java","3","7","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task5_EmailMasker/EmailMasker.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task5_EmailMasker/EmailMasker.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task5_EmailMasker/EmailMasker.java","1","2","The static method name 'mask_email' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject13/Task5_EmailMasker/EmailMasker.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task1_PasswordValidator/PasswordValidator.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task1_PasswordValidator/PasswordValidator.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task1_PasswordValidator/PasswordValidator.java","1","2","The static method name 'is_strong_password' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task1_PasswordValidator/PasswordValidator.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","1","10","The static method name 'calculate_total' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","11","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","13","This statement should have braces","Code Style","ControlStatementBraces"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","14","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task3_AnagramChecker/AnagramChecker.java","3","3","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task3_AnagramChecker/AnagramChecker.java","3","3","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task3_AnagramChecker/AnagramChecker.java","1","4","The static method name 'is_anagram' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task3_AnagramChecker/AnagramChecker.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task3_AnagramChecker/AnagramChecker.java","3","6","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task3_AnagramChecker/AnagramChecker.java","3","7","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task3_AnagramChecker/AnagramChecker.java","3","8","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task4_TextCleaner/TextCleaner.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task4_TextCleaner/TextCleaner.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task4_TextCleaner/TextCleaner.java","1","2","The static method name 'clean_text' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task4_TextCleaner/TextCleaner.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task5_EmailMasker/EmailMasker.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task5_EmailMasker/EmailMasker.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task5_EmailMasker/EmailMasker.java","1","2","The static method name 'mask_email' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject14/Task5_EmailMasker/EmailMasker.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task1_PasswordValidator/PasswordValidator.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task1_PasswordValidator/PasswordValidator.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task1_PasswordValidator/PasswordValidator.java","1","2","The static method name 'is_strong_password' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task1_PasswordValidator/PasswordValidator.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task1_PasswordValidator/PasswordValidator.java","3","6","This statement should have braces","Code Style","ControlStatementBraces"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task1_PasswordValidator/PasswordValidator.java","3","7","This statement should have braces","Code Style","ControlStatementBraces"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task1_PasswordValidator/PasswordValidator.java","3","8","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","1","13","The static method name 'calculate_total' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","14","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","16","This for loop can be replaced by a foreach loop","Best Practices","ForLoopCanBeForeach"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","16","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task3_AnagramChecker/AnagramChecker.java","3","3","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task3_AnagramChecker/AnagramChecker.java","3","3","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task3_AnagramChecker/AnagramChecker.java","1","4","The static method name 'is_anagram' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task3_AnagramChecker/AnagramChecker.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task3_AnagramChecker/AnagramChecker.java","3","6","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task3_AnagramChecker/AnagramChecker.java","3","7","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task3_AnagramChecker/AnagramChecker.java","3","8","This statement should have braces","Code Style","ControlStatementBraces"
"8","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task3_AnagramChecker/AnagramChecker.java","3","13","This statement should have braces","Code Style","ControlStatementBraces"
"9","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task3_AnagramChecker/AnagramChecker.java","3","13","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task4_TextCleaner/TextCleaner.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task4_TextCleaner/TextCleaner.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task4_TextCleaner/TextCleaner.java","1","2","The static method name 'clean_text' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task4_TextCleaner/TextCleaner.java","3","3","No need to check for null before an instanceof","Design","SimplifyConditional"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task4_TextCleaner/TextCleaner.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task4_TextCleaner/TextCleaner.java","3","7","This statement should have braces","Code Style","ControlStatementBraces"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task4_TextCleaner/TextCleaner.java","3","7","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task5_EmailMasker/EmailMasker.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task5_EmailMasker/EmailMasker.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task5_EmailMasker/EmailMasker.java","1","2","The static method name 'mask_email' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject15/Task5_EmailMasker/EmailMasker.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task1_PasswordValidator/PasswordValidator.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task1_PasswordValidator/PasswordValidator.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task1_PasswordValidator/PasswordValidator.java","1","2","The static method name 'is_strong_password' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task1_PasswordValidator/PasswordValidator.java","3","12","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task1_PasswordValidator/PasswordValidator.java","3","13","This statement should have braces","Code Style","ControlStatementBraces"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task1_PasswordValidator/PasswordValidator.java","3","14","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","1","13","The static method name 'calculate_total' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task3_AnagramChecker/AnagramChecker.java","3","3","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task3_AnagramChecker/AnagramChecker.java","3","3","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task3_AnagramChecker/AnagramChecker.java","1","4","The static method name 'is_anagram' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task3_AnagramChecker/AnagramChecker.java","3","8","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task3_AnagramChecker/AnagramChecker.java","3","9","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task4_TextCleaner/TextCleaner.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task4_TextCleaner/TextCleaner.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task4_TextCleaner/TextCleaner.java","1","2","The static method name 'clean_text' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task4_TextCleaner/TextCleaner.java","3","3","No need to check for null before an instanceof","Design","SimplifyConditional"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task5_EmailMasker/EmailMasker.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task5_EmailMasker/EmailMasker.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject16/Task5_EmailMasker/EmailMasker.java","1","2","The static method name 'mask_email' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task1_PasswordValidator/PasswordValidator.java","3","3","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task1_PasswordValidator/PasswordValidator.java","3","3","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task1_PasswordValidator/PasswordValidator.java","1","6","The static method name 'is_strong_password' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task1_PasswordValidator/PasswordValidator.java","3","7","This if statement can be replaced by `return !{condition} && {elseBranch};`","Design","SimplifyBooleanReturns"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task1_PasswordValidator/PasswordValidator.java","3","7","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","6","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","6","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","1","13","The static method name 'calculate_total' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task2_ShoppingCart/ShoppingCartPriceCalculator.java","3","14","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task3_AnagramChecker/AnagramChecker.java","3","4","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task3_AnagramChecker/AnagramChecker.java","3","4","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task3_AnagramChecker/AnagramChecker.java","1","5","The static method name 'is_anagram' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task3_AnagramChecker/AnagramChecker.java","3","6","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task3_AnagramChecker/AnagramChecker.java","3","7","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task3_AnagramChecker/AnagramChecker.java","3","8","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"7","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task3_AnagramChecker/AnagramChecker.java","3","9","This statement should have braces","Code Style","ControlStatementBraces"
"8","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task3_AnagramChecker/AnagramChecker.java","3","16","This statement should have braces","Code Style","ControlStatementBraces"
"9","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task3_AnagramChecker/AnagramChecker.java","3","18","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task4_TextCleaner/TextCleaner.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task4_TextCleaner/TextCleaner.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task4_TextCleaner/TextCleaner.java","1","2","The static method name 'clean_text' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task4_TextCleaner/TextCleaner.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task4_TextCleaner/TextCleaner.java","3","11","This statement should have braces","Code Style","ControlStatementBraces"
"6","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task4_TextCleaner/TextCleaner.java","3","14","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task5_EmailMasker/EmailMasker.java","3","1","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task5_EmailMasker/EmailMasker.java","3","1","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task5_EmailMasker/EmailMasker.java","1","2","The static method name 'mask_email' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"4","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task5_EmailMasker/EmailMasker.java","3","3","This statement should have braces","Code Style","ControlStatementBraces"
"5","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task5_EmailMasker/EmailMasker.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
"1","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task6_Personnummer/PersonnummerValidator.java","3","3","All classes, interfaces, enums and annotations must belong to a named package","Code Style","NoPackage"
"2","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task6_Personnummer/PersonnummerValidator.java","3","3","All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"3","","/Users/alashiriadam/supplementaryartifactsactual/HumanSolutions/Subject2/Task6_Personnummer/PersonnummerValidator.java","3","5","This statement should have braces","Code Style","ControlStatementBraces"
